SynsetID|Definition|English|Spanish|French|Italian|Portuguese|Romanian|German
mohair.n.01|fabric made with yarn made from the silky hair of the Angora goat|mohair|mohair|mohair|amoerre|Mohair|mohair|lesh_angora
motor.n.01|machine that converts other forms of energy into mechanical energy and so imparts motion|motor|motor|moteur|motore|motor|motor|motor
motorcycle.n.01|a motor vehicle with two wheels and a strong frame|motorcycle|motocicleta|moto|motociclo|Motos|motoretă|motor
museum.n.01|a depository for collecting and displaying objects having scientific or historical or artistic value|museum|museo|musée|museo|museu|muzeu|muze
musical_instrument.n.01|any of various devices or contrivances that can be used to produce musical tones or sounds|musical_instrument|instrumento|instrument|strumento|instrumento|instrument|instrumente_muzikore
needle.n.03|a sharp pointed implement (usually steel)|needle|aguja|aiguille|ago|agulha|ac|gjilpërë
noose.n.02|a loop formed in a cord or rope by means of a slipknot; it binds tighter as the cord or rope is pulled|noose|lazo|œil|capestro|Nó_de_correr|laț|grackë
obstacle.n.02|an obstruction that stands in the way (and must be removed or surmounted or circumvented)|obstacle|obstáculo|obstacle|impaccio|obstáculo|obstacol|pengesë
office.n.01|place of business where professional or clerical duties are performed|office|oficina|bureau|ufficio|escritório|birou|zyrë
opium.n.01|an addictive narcotic extracted from seed capsules of the opium poppy|opium|opio|opium|oppio|Opio|opiu|opium
orchestra.n.02|seating on the main floor in a theater|orchestra|platea|fauteuils_d'orchestre|orchestra|orquestra|lojă|orkestër
package.n.02|a wrapped container|package|paquete|colis|collo|pacote|colet|ambalazh
paint.n.01|a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating|paint|pintura|peinture|colore|cor|culoare|bojë
painting.n.01|graphic art consisting of an artistic composition made by applying paints to a surface|painting|cuadro|peinture|dipinto|pintura|pictură|pikturë
part.n.02|something less than the whole of a human artifact|part|parte|part|PSEUDOGAP!|parte|bucată|pjesë
passage.n.03|a way through or along which someone or something may pass|passage|pasaje|passage|passaggio|estrada|pasaj|udhë
pathway.n.02|a trodden path|pathway|camino|voie|stradina|caminho|cărare|rrugë_kalimtarësh
patio.n.01|usually paved outdoor area adjoining a residence|patio|patio|patio|patio|pátio|terasă|ballkon
pen.n.02|an enclosure for confining livestock|pen|corral|parc|addiaccio|Curral|ocol|stallë
percussion_instrument.n.01|a musical instrument in which the sound is produced by one object striking another|percussion_instrument|instrumento_de_percusión|instrument_de_percussion|strumento_a_percussione|Instrumento_de_percussão|instrumentdepercuție|instrument_me_perkusion
photograph.n.01|a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material|photograph|exposición|photo|foto|desenho|fotografie|foto
piano.n.01|a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds|piano|piano|piano|piano|Piano|clavir|piano
piece.n.01|a separate part of a whole|piece|pedazo|morceau|pezzo|pedaço|bucată|copë
pixel.n.01|(computer science) the smallest discrete component of an image or picture on a CRT screen (usually a colored dot)|pixel|pixel|pixel|pixel|Píxel|pixel|pixel
place_of_worship.n.01|any building where congregations gather for prayer|place_of_worship|templo|lieu_de_culte|edificio_per_il_culto|Lugares_de_prática_religiosa|casaDomnului|faltore
plant.n.01|buildings for carrying on industrial labor|plant|factoría|fabrique|impianto|fábrica|combinat|fabrikë
plate.n.02|a sheet of metal or wood or glass or plastic|plate|chapa|assiette|lastra|placa|foaie|pjatë
playpen.n.01|a portable enclosure in which babies may be left to play|playpen|parque|parc|box|cercadinho|țarc|kosh
plaything.n.01|an artifact designed to be played with|plaything|juguete|jouet|balocco|Brinquedos|jucărie|lodër
pocket.n.01|a small pouch inside a garment for carrying small articles|pocket|bolsillo|poche|tasca|algibeira|buzunar|xhep
pole.n.01|a long (usually round) rod of wood or metal or plastic|pole|palo|barre|asta|pau|par|shtyllë
product.n.02|an artifact that has been created by someone or some process|product|producción|fruit|prodotto|bens|bun|prodhim
protective_covering.n.01|a covering that is intend to protect from damage or injury|protective_covering|protección|protection|protezione|capa|învelișprotector|mbrojtje
public_transport.n.01|conveyance for passengers or mail or freight|public_transport|transporte_público|transport_en_commun|mezzi_pubblici|Transporte_publico|transportpublic|transport_publik
raft.n.01|a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers|raft|almadía|radeau|zattera|jangada|plută|trap
rear.n.05|the side that goes last or is not normally seen|rear|fondo|arrière|di_dietro|costas|fund|pas
remedy.n.02|a medicine or therapy that cures disease or relieve pain|remedy|cura|remède|cura|medicamento|doctorie|ilaç
representation.n.02|a creation that is a visual or tangible rendering of someone or something|representation|representación|représentation|raffigurazione|afiguração|oglindire|pasqyrim
restaurant.n.01|a building where people go to eat|restaurant|restaurante|restaurant|restaurant|Restaurantes|restaurant|gjelltore
road.n.01|an open way (generally public) for travel or transportation|road|carretera|chemin|strada|autoestradas|drum|rrugë
roof.n.01|a protective covering that covers or forms the top of a building|roof|cubierta|toit|tetto|telhado|acoperiș|çati
room.n.01|an area within a building enclosed by walls and floor and ceiling|room|aposento|local|ambiente|aposento|odaie|dhomë
sail.n.01|a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel|sail|vela|voile|vela|vela|pânză|lopatë_varke
school.n.02|a building where young people receive education|school|colegio|école|scuola|colégio|școală|mësonjëtore
seat.n.03|furniture that is designed for sitting on|seat|asiento|chaise|sedile|assento|scaun|karrige
section.n.04|one of several parts or pieces that fit with others to constitute a whole object|section|parte|partie|segmento|parte|diviziune|pjesë
sedative.n.01|a drug that reduces excitability and calms a person|sedative|sedante|sédatif|calmante|Sedativos|calmant|barna_qetësuese
ship.n.01|a vessel that carries passengers or freight|ship|bajel|bateau|bastimento|barco|navă|anije
shirt.n.01|a garment worn on the upper half of the body|shirt|camisa|chemise|camicia|camisa|cămașă|këmishë
shop.n.01|a mercantile establishment for the retail sale of goods or services|shop|almacén|boutique|bottega|loja|magazin|dyqan
silk.n.01|a fabric made from the fine threads produced by certain insect larvae|silk|seda|soie|seta|seda|mătase|mëndafsh
skirt.n.02|a garment hanging from the waist; worn mainly by girls and women|skirt|falda|jupe|gonna|saia|foaie|pantallona
soap.n.01|a cleansing agent made from the salts of vegetable or animal fats|soap|jabón|savon|sapone|sabonete|săpun|sapun
source.n.04|a facility where something is available|source|canal|source|fonte|fonte|izvor|burim
stadium.n.01|a large structure for open-air sports or entertainments|stadium|estadio|arène|stadio|Estádios|stadion|stadium
station.n.01|a facility equipped with special equipment and personnel for a particular purpose|station|estación|gare|stazione|estação|stație|stacion
steamer.n.03|a ship powered by one or more steam engines|steamer|vapor|bateau_à_vapeur|motonave|barco_a_vapor|vaporcuabur|avullore
step.n.04|support consisting of a place to rest the foot while ascending or descending a stairway|step|escalón|baïonnette|gradino|degrau|scară|këmbë_shkalle
storehouse.n.01|a depository for goods|storehouse|almacén|dépôt|deposito|depósito|antrepozit|depo
stringed_instrument.n.01|a musical instrument in which taut strings provide the source of sound|stringed_instrument|instrumento_de_cuerda|instrument_à_cordes|strumento_a_corda|instrumento_de_cordas|instrumentcucorzi|instrumenta_me_tela
structure.n.01|a thing constructed; a complex entity constructed of many parts|structure|construcción|construction|costruzione|edifício|construcție|ndërtim
suit.n.01|a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color|suit|conjunto|complet|abito|fato|costum|kostum
sum.n.05|the whole amount|sum|suma|agrégat|ammontare|soma|sumă|shuma
support.n.10|any device that bears the weight of another thing|support|apoyo|appui|appoggio|apoio|pop|mbështetje
support.n.07|supporting structure that holds up or provides a foundation|support|apoyo|appui|straglio|base|bază|përkrahje_sociale
surface.n.01|the outer boundary of an artifact or a material layer constituting or resembling such a boundary|surface|superficie|surface|superficie|superfície|suprafață|sipërfaqe
system.n.01|instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity|system|sistema|dispositif|sistema|sistema|ansamblu|sistem
table.n.02|a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs|table|mesa|table|tavola|mesa|masă|tavolinë
table.n.03|a piece of furniture with tableware for a meal laid out on it|table|mesa|table|tavolo|mesa|masă|tryezë_e_shtruar
tank.n.01|an enclosed armored military vehicle; has a cannon and moves on caterpillar treads|tank|tanque|char_de_combat|carro_armato|Carro_de_Combate|tanc|armatime_tanku
telephone.n.01|electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds|telephone|teléfono|téléphone|apparecchio_telefonico|telefone|telefon|telefon
tent.n.01|a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)|tent|tienda|tente|tenda|barraca|cort|strehë_e_palosshme
theater.n.01|a building where theatrical performances or motion-picture shows can be presented|theater|teatro|théâtre|teatro|casa|teatru|amfiteatër
thread.n.01|a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving|thread|hilo|fil|cucirino|Fio_têxtil|ață|fill
toilet.n.01|a room or building equipped with one or more toilets|toilet|baño|cabinet|bagno|banheiro|WC|banjë
tool.n.01|an implement used in the practice of a vocation|tool|herramienta|instrument|attrezzo|ferramenta|instrument|vegël
tower.n.01|a structure taller than its diameter; can stand alone or be attached to a larger building|tower|torre|tour|torre|Torres|turn|kullë
truck.n.01|an automotive vehicle suitable for hauling|truck|camión|camion|autocarro|Camiões|autocamion|kamion
tube.n.01|conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases|tube|caño|colonne_de_production|cannello|cachimbo|tub|tub
underwear.n.01|undergarment worn next to the skin and under the outer garments|underwear|ropa_interior|dessous|biancheria|roupa_de_baixo|lenjerie|veshje_të_brendshme
uniform.n.01|clothing of distinctive design worn by members of a particular group as a means of identification|uniform|uniforme|uniforme|divisa|farda|uniformă|uniformë
university.n.02|establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching|university|universidad|université|ateneo|universidade|universitate|universit
vault.n.03|an arched brick or stone ceiling or roof|vault|bóveda|voûte|volta|abóbada|boltă|kupolë
vehicle.n.01|a conveyance that transports people or objects|vehicle|vehículo|véhicule|veicolo|veículo|mijlocdecirculație|automjet
wall.n.01|an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure|wall|muro|mur|muro|Muralhas|perete|mur
wardrobe.n.01|a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes|wardrobe|armario|armoire|armadio|Guardarroupas|dulapdehaine|dollap_në_mur
warship.n.01|a government ship that is available for waging war|warship|buque_de_guerra|Navire_de_guerre|GAP!|Navio_de_guerra|navăderăzboi|anije_luftarake
water_system.n.02|a facility that provides a source of water|water_system|agua|distribution_de_l'eau|acquedotto|Abastecimento_de_água|apă|rezervat_uji
way.n.06|any artifact consisting of a road or path affording passage from one place to another|way|camino|chemin|GAP!|caminho|cale|rrugë
weapon.n.01|any instrument or instrumentality used in fighting or hunting|weapon|arma|arme|arma|arma|armă|armatime
weaponry.n.01|weapons considered collectively|weaponry|armamento|armes|armamento|arma|armament|armatime
wheel.n.01|a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)|wheel|rueda|roue|ruota|roda|roată|rrotë
whip.n.01|an instrument with a handle and a flexible lash that is used for whipping|whip|látigo|fouet|frusta|açoite|bici|kamzhik
window.n.01|a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air|window|ventana|fenêtre|finestra|fenestra|fereastră|dritare
window.n.02|a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened|window|ventana|fenêtre|finestrino|fenestra|geam|dritare
work.n.02|a product produced or accomplished through the effort or activity or agency of a person or thing|work|obra|job|lavoro|obra|lucrare|pjesë_e_punës
workplace.n.01|a place where work is done|workplace|curro|lieu_de_travail|lavoro|emprego|serviciu|ndërmarrje
workshop.n.01|small workplace where handcrafts or manufacturing are done|workshop|taller|atelier|bottega|oficina|atelier|ndërmarrje_e_vogël
yacht.n.01|an expensive vessel propelled by sail or power and used for cruising or racing|yacht|yate|yacht|panfilo|iate|iaht|jaht
trait.n.01|a distinguishing feature of your personal nature|trait|característica|trait|tratto|feição|calitate|tipar
personality.n.01|the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual|personality|perfil|caractère|individualità|personalidade|personalitate|personalitet
identity.n.01|the distinct personality of an individual regarded as a persisting entity|identity|identidad|identité|identità|identidade|identitate|identitet
spirit.n.03|a fundamental emotional and activating principle determining one's character|spirit|ánimo|esprit|spirito|ânimo|spirit|gjendje_shpirtërore
nature.n.04|the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions|nature|naturaleza|nature|natura|natureza|fire|natyrë
carelessness.n.01|the quality of not being careful or taking pains|carelessness|descuido|négligence|distrazione|falta_de_cuidado|nepăsare|pakujdesi
appearance.n.01|outward or visible aspect of a person or thing|appearance|apariencia|apparence|apparenza|aparência|aparență|pamja_e_jashtme
face.n.03|the general outward appearance of something|face|cara|face|faccia|aparência|aspect|pamje
countenance.n.01|the appearance conveyed by a person's face|countenance|rostro|contenance|aspetto|aparência|chip|fytyrë
expression.n.01|the feelings expressed on a person's face|expression|apariencia|air|aria|aparência|aer|fytyrë
beauty.n.01|the qualities that give pleasure to the senses|beauty|belleza|beauté|bellezza|beleza|frumusețe|bukuri
difficulty.n.04|the quality of being difficult|difficulty|dificultad|difficulté|difficoltà|dificuldade|dificultate|vështirësi
asperity.n.01|something hard to endure|asperity|rigor|austérité|asprezza|rigor|asprime|ashpërsi
quality.n.01|an essential and distinguishing attribute of something or someone; --Shakespeare|quality|calidad|propriété|qualità|atributos|calitate|cilësi
nature.n.01|the essential qualities or characteristics by which something is recognized|nature|calaña|nature|indole|natureza|esență|natyrë
characteristic.n.02|a distinguishing quality|characteristic|característica|caractéristique|caratteristica|característica|caracteristică|karakteristikë
identity.n.04|exact sameness|identity|identidad|identité|identità|identidade|identitate|identik
similarity.n.01|the quality of being similar|similarity|semejanza|similarité|assomiglianza|semelhança|asemănare|ngjashmëri
difference.n.01|the quality of being unlike or dissimilar|difference|diferencia|différence|differenza|diferença|deosebire|ndryshëm
distinction.n.04|a distinguishing difference|distinction|diferencia|distinction|distinzione|diferença|distincție|dallim
certainty.n.02|something that is certain|certainty|certeza|certitude|certezza|certeza|certitudine|ide_e_drejtë
regularity.n.02|the quality of being characterized by a fixed principle or rate|regularity|regularidad|régularité|metodicità|regularidade|regularitate|rregullsi
validity.n.02|the quality of having legal force or effectiveness|validity|validez|validité|validità|validade|validitate|vlefshmëri
elegance.n.01|a refined quality of gracefulness and good taste|elegance|elegancia|finesse|eleganza|Elegância|eleganță|elegancë
magnificence.n.02|the quality of being magnificent or splendid or grand|magnificence|esplendor|pompe|fastosità|fulgor|grandoare|brilante
righteousness.n.01|adhering to moral principles|righteousness|rectitud|vertu|rettitudine|honestidade|corectitudine|ndershmëri
egoism.n.02|concern for your own interests and welfare|egoism|egocentrismo|égocentrisme|egoismo|egocentrismo|egocentrism|egoizëm
ambition.n.02|a strong drive for success|ambition|ambición|ambitieux|ambizione|ambição|ambiție|ambicie
morality.n.01|concern with the distinction between good and evil or right and wrong; right or good conduct|morality|moralidad|morale|moralità|Moral|moralitate|moral
justice.n.01|the quality of being just or fair|justice|justicia|justice|giustizia|justeza|dreptate|drejtësi
resoluteness.n.01|the trait of being resolute|resoluteness|determinación|fermeté|decisione|firmeza|decizie|qëndrueshmëri
discipline.n.03|the trait of being well behaved|discipline|disciplina|discipline|disciplina|disciplina|disciplină|disiplinë
wisdom.n.02|the trait of utilizing knowledge and experience with common sense and insight|wisdom|juicio|sagesse|saggezza|sabedoria|înțelepciune|mençuri
discretion.n.05|the trait of judging wisely and objectively|discretion|discernimiento|bilan|avvedutezza|prudência|discernământ|mençur
demeanor.n.01|(behavioral attributes) the way a person behaves toward other people|demeanor|comportamiento|agissement|aria|comportamento|atitudine|mënyrë_të_sjelluri
property.n.02|a basic or essential attribute shared by all members of a class|property|propiedad|propriété|proprietà|atributos|proprietate|pjesëtar
age.n.01|how long something has existed|age|edad|âge|età|idade|vârstă|moshë
manner.n.01|how something is done or how it happens|manner|estilo|façon|forma|estilo|fel|metodë
structure.n.02|the manner of construction of something and the arrangement of its parts|structure|estructura|structure|struttura|arquitectura|structură|strukturë
constitution.n.04|the way in which someone or something is composed|constitution|composición|composition|composizione|composição|compoziție|krijim
color.n.01|a visual attribute of things that results from the light they emit or transmit or reflect|color|color|couleur|colorazione|cor|culoare|bojë
shade.n.02|a quality of a given color that differs slightly from another color|shade|tono|nuance|gradazione|matiz|nuanță|ngjyrë
olfactory_property.n.01|any property detected by the olfactory system|olfactory_property|olor|arôme|odore|cheiro|miros|amësim
bouquet.n.02|a pleasingly sweet olfactory property|bouquet|aroma|bouquet|bouquet|aroma|aromă|amësim
sound.n.01|the particular auditory effect produced by a given cause|sound|sonido|son|suono|som|răsunet|tingëllim
voice.n.01|the distinctive quality or pitch or condition of a person's speech|voice|voz|voix|voce|voz|voce|voice
sex.n.04|the properties that distinguish organisms on the basis of their reproductive roles|sex|sexo|Genre_sexuel|sesso|gênero|sexualitate|gjini
temperature.n.01|the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)|temperature|temperatura|température|temperatura|Temperatura|temperatură|temperaturë
mass.n.01|the property of a body that causes it to have weight in a gravitational field|mass|masa|masse|massa|peso|masă|masë
weight.n.01|the vertical force exerted by a mass as a result of gravity|weight|peso|poids|peso|peso|greutate|peshë
might.n.01|physical strength|might|fuerza|force|forza|força|forță|forcë
vigor.n.02|active strength of body or mind|vigor|vigor|force|energia|força|tărie|forcë
potency.n.02|capacity to produce strong physiological or chemical effects|potency|eficacia|efficacité|bontà|eficácia|eficacitate|efekt
force.n.03|physical energy or intensity|force|fuerza|force|corpo|força|forță|forcë
intensity.n.02|high level or degree; the property of being intense|intensity|intensidad|intensité|acutezza|intensidade|forță|fortësi
weakness.n.03|the property of lacking physical or mental strength; liability to failure under pressure or stress or strain|weakness|debilidad|faible|bolsaggine|Astenia|slăbiciune|dobësi
speed.n.02|a rate (usually rapid) at which something happens|speed|rapidez|rapidité|andatura|rapidez|iuțeală|i_shpejtë
shape.n.01|any spatial attributes (especially as defined by outline)|shape|configuración|forme|forma|contorno|aspect|formë
asymmetry.n.01|(mathematics) a lack of symmetry|asymmetry|desequilibrio|asymétrie|asimmetria|assimetria|asimetrie|asimetri
composition.n.01|the spatial property resulting from the arrangement of parts in relation to each other and to the whole|composition|composición|composition|composizione|composição|compunere|komponent
position.n.04|the arrangement of the body and its limbs|position|actitud|position|atteggiamento|atitude|atitudine|mbajtje_e_trupit
distance.n.01|the property created by the space between two objects or points|distance|distancia|distance|distanza|Distância|depărtare|distancë
magnitude.n.01|the property of relative size or extent (whether large or small)|magnitude|magnitud|importance|grandezza|grandeza|magnitudine|madhësi
proportion.n.02|magnitude or extent|proportion|dimensión|dimension|dimensione|dimensão|dimensiune|dimension
degree.n.01|a position on a scale of intensity or amount or quality|degree|grado|degré|grado|grau|nivel|gradë
size.n.01|the physical magnitude of something (how big it is)|size|medida|calibre|dimensione|dimensão|dimensiune|madhësi
increase.n.04|the amount by which something increases|increase|incremento|augmentation|aggravio|acrescentamento|adaos|rritje
raise.n.01|the amount a salary is increased|raise|aumento|augmentation|aumento|aumento|creșteredesalariu|ngritje_page
number.n.01|the property possessed by a sum or total or indefinite quantity of units or individuals|number|número|nombre|numero|número|număr|numër
majority.n.01|the property resulting from being or relating to the greater in number of two parts; the main part|majority|mayoría|majorité|generalità|ascendência|majoritate|shumicë
limit.n.01|the greatest possible degree of something|limit|límite|limite|limite|fronteira|limită|cak
area.n.06|the extent of a 2-dimensional surface enclosed within a boundary|area|superficie|aire|area|extensão|arie|sipërfaqe
height.n.01|the vertical dimension of extension; distance from the base of something to the top|height|altura|hauteur|altezza|altitude|înălțime|lartësi
worth.n.02|the quality that renders something desirable or valuable or useful|worth|importancia|valeur|merito|importância|valoare|vlerë
value.n.02|the quality (positive or negative) that renders something desirable or valuable|value|valor|valeur|valore|preço|calitate|vlerë
merit.n.01|any admirable quality or attribute|merit|mérito|mérite|benemerenza|merecimento|merit|meritë
monetary_value.n.01|the property of having material worth (often indicated by the amount of money something would bring if sold)|monetary_value|costa|coût|costo|custo|preț|pagesë
function.n.02|what something is used for|function|función|fonction|fine|função|destinație|funksion
advantage.n.01|the quality of having a superior or more favorable position|advantage|delantera|avantage|tornaconto|benefício|avantaj|avantazh
importance.n.01|the quality of being important and worthy of note|importance|importancia|importance|importanza|importância|importanță|rëndësi
significance.n.01|the quality of being significant|significance|significación|importance|significato|significado|semnificație|domethënie
right.n.01|an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt|right|derecho|droit|diritto|direito|drept|drejtë
power.n.01|possession of controlling influence|power|poder|force|forza|poder|influență|forcë
influence.n.01|a power to affect persons or events especially power based on prestige etc|influence|influencia|influence|influenza|força|influență|ndikim
ability.n.01|the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment|ability|aptitud|aptitude|abilità|abilidade|abilitate|aftësi
powerlessness.n.01|the quality of lacking strength or power; being weak and feeble|powerlessness|impotencia|impuissance|impotenza|impotência|impotență|impotencë
helplessness.n.01|powerlessness revealed by an inability to act|helplessness|impotencia|faiblesse|debolezza|fraqueza|neajutorare|dobësi
body.n.01|the entire structure of an organism (an animal, plant, or human being)|body|cuerpo|corps|corpo|cadáver|corp|strukturë_fizike
body.n.03|a natural object consisting of a dead animal or person|body|cadáver|corps|cadavere|cadáver|cadavru|kufomë
cadaver.n.01|the dead body of a human being|cadaver|cadáver|cadavre|cadavere|cadáver|cadavru|eshtra
system.n.06|a group of physiologically or anatomically related organs or parts|system|aparato|réseau|sistema|sistema|sistem|system
skin.n.01|a natural protective body covering and site of the sense of touch|skin|piel|cuir|buccia|Pele|piele|cipë
orifice.n.01|an aperture or hole that opens into a bodily cavity|orifice|abertura|orifice|orificio|orifício|deschizătură|vrimë
hair.n.01|a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss|hair|pelo|cheveu|capello|Pelos|păr|flok
tissue.n.01|part of an organism consisting of an aggregate of cells having a similar structure and function|tissue|tejido|tissu|tessuto|Tecido|țesut|ind
bone.n.01|rigid connective tissue that makes up the skeleton of vertebrates|bone|hueso|os|osso|osso|os|eshtër
tooth.n.01|hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense|tooth|diente|bec|dente|Dentes|colț|dhëmb
muscle.n.01|one of the contractile organs of the body|muscle|músculo|muscle|muscolo|Musculo|mușchi|muskul
organ.n.01|a fully differentiated structural and functional unit in an animal that is specialized for some particular function|organ|órgano|organe|organo|órgão|organ|organ
internal_organ.n.01|a main organ that is situated inside the body|internal_organ|víscera|viscère|viscere|víscera|organintern|organet_e_brendshme
tongue.n.01|a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity|tongue|lengua|langue|lingua|língua|limbă|gjuhë
mouth.n.02|the externally visible part of the oral cavity on the face and the system of organs surrounding the opening|mouth|boca|bouche|bocca|boca|gură|buzë
mouth.n.01|the opening through which food is taken in and vocalizations emerge|mouth|boca|bai|bocca|boca|cavitatebucală|gojë
artery.n.01|a blood vessel that carries blood from the heart to the body|artery|arteria|artère|arteria|Arteria|arteră|arterie
vessel.n.01|a tube in which a body fluid circulates|vessel|vaso|vaisseau|dotto|vaso|vas|enë_gjaku
blood.n.01|the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets|blood|sangre|sang|sangue|Sangue|sânge|gjak
hormone.n.01|the secretion of an endocrine gland that is transmitted by the blood to the tissue on which it has a specific effect|hormone|hormona|hormone|increto|Hormônios|hormon|hormon
membrane.n.02|a pliable sheet of tissue that covers or lines or connects the organs or cells of animals or plants|membrane|membrana|membrane|membrana|membrana|membrană|membranë
gamete.n.01|a mature sexual reproductive cell having a single set of unpaired chromosomes|gamete|gameto|gamète|gamete|Gameta|gamet|gametë
ovum.n.01|the female reproductive cell; the female gamete|ovum|óvulo|ovule|ovulo|óvulo|ovul|vezë
nervous_system.n.01|the sensory and control apparatus consisting of a network of nerve cells|nervous_system|sistema_nervioso|système_nerveux|nervatura|sistema_nervoso|sistemnervos|sistemi_nervor
reproductive_organ.n.01|any organ involved in sexual reproduction|reproductive_organ|órganos_reproductores|appareil_reproducteur|organo_riproduttivo|Genitalia|organdereproducere|organ_riprodhues
head.n.01|the upper part of the human body or the front part of the body in animals; contains the face and brains|head|cabeza|tête|capo|Cabeça_e_pescoço|cap|kokë
shoulder.n.01|the part of the body between the neck and the upper arm|shoulder|hombro|porter|spalla|ombro|umăr|shpatull
torso.n.01|the body excluding the head and neck and limbs|torso|torso|buste|busto|Tronco|corp|trung
navel.n.01|a scar where the umbilical cord was attached|navel|ónfalo|nombril|ombelico|umbigo|buric|kërthizë
abdomen.n.01|the region of the body of a vertebrate between the thorax and the pelvis|abdomen|estómago|abdomen|addome|abdome|abdomen|bark
back.n.01|the posterior part of a human (or animal) body from the neck to the end of the spine|back|espalda|dos|dorso|coluna_vertebral|spate|kurriz
buttocks.n.01|the fleshy part of the human body that you sit on|buttocks|ancas|cul|culo|anca|cur|bythë
buttock.n.01|either of the two large fleshy masses of muscular tissue that form the human rump|buttock|nalga|fesse|chiappa|anca|bucă|faqe
extremity.n.01|an external body part that projects from the body|extremity|miembro|extrémité|arto|membro|extremitate|gjymtyrë
limb.n.01|one of the jointed appendages of an animal used for locomotion or grasping: arm; leg; wing; flipper|limb|miembro|membre|arto|Membros|membru|gjymtyrë
leg.n.01|a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle|leg|pierna|jambe|gamba|perna|membruinferior|këmbë
digit.n.03|a finger or toe in human beings or corresponding body part in other vertebrates|digit|dedo|doigt|digito|dedo|digit|gisht
knee.n.01|hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella|knee|rodilla|genou|ginocchio|joelho|genunche|gju
wrist.n.01|a joint between the distal end of the radius and the proximal row of carpal bones|wrist|muñeca|poignet|polso|Pulso|incheieturăamâinii|kyç_i_dorës
skeletal_system.n.01|the hard structure (bones and cartilages) that provides a frame for the body of an animal|skeletal_system|armazón|squelette|carcassa|Sistema_esquelético|osatură|sistemi_i_skeletit
joint.n.01|(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)|joint|articulación|articulation|articolazione|Articulações|articulație|kyç
chin.n.01|the protruding part of the lower jaw|chin|barba|menton|mento|chinchilla|barbă|mjekër
face.n.01|the front of the human head from the forehead to the chin and ear to ear|face|cara|face|faccia|cara|față|fyturë
feature.n.02|the characteristic parts of a person's face: eyes and nose and mouth and chin|feature|facción|caractéristique|carattere_somatico|traço|linie|tipar
brow.n.01|the part of the face above the eyes|brow|frente|front|fronte|testa|frunte|ballë
temple.n.02|the flat area on either side of the forehead|temple|sien|tempe|tempia|têmpora|tâmplă|tëmth
cheek.n.01|either side of the face below the eyes|cheek|mejilla|joue|gota|bochecha|obraz|faqe
mind.n.01|that which is responsible for one's thoughts and feelings; the seat of the faculty of reason|mind|cabeza|cerveau|cervello|cabeça|cap|kokë
ability.n.02|possession of the qualities (especially mental qualities) required to do something or get something done|ability|capacidad|aptitude|abilità|capacidade|destoinicie|aftësi
know-how.n.01|the (technical) knowledge and skill required to do something|know-how|habilidad|savoir-faire|know-how|habilidade|experiență|njohuri_teknike
intelligence.n.01|the ability to comprehend; to understand and profit from experience|intelligence|inteligencia|intelligence|comprendonio|inteligência|inteligență|inteligjencë
brain.n.02|mental ability|brain|capacidad_de_aprendizaje|cerveau|arguzia|agudez|cap|aftësi_mendore
mind.n.07|knowledge and intellectual ability|mind|entendimiento|cerveau|cervello|inteligência|gândire|intelekt
aptitude.n.01|inherent ability|aptitude|aptitud|adresse|attitudine|Abilidade|aptitudine|aftësi
